respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
20003883	1	2	28	642	2	1977	2	1	1	1980	3	2	1																																	2	11	1	2	24	3	16	6	1	32	1		62301	5	"vmbo/mbo"	"docent"	"les  geven en ontwikkelen van nieuwe opleidingen"	2	0	0	0	4	2	1	2	3	2	1	63	1	2	3		1	1	1	2	2	4	4	1	2	2	1	3	4	3	2		1	2	2	1	2	-3	-3	-3	2	-3	2	2	1	1	4	4	1	3	1	3	3	4	3	3	5	2		1	1	1	1	1	1	3	2	2	2	3	3	2	2	3	3	4	2	4	3	2	1	-3	4	3	2	4	2	2	2	2	1	2	4	4	3	5	2	2	2	1	2	10	8	1	15	16	9	13	7	3	4	14	5	12	6	11	2	1	1	1	1	3	3	5	5	4	7	6	6	7	6	7	8	8	7	7	6	7	7	2	1	3	2	3	3	2	2	2	2	3	2	2	2	2	1	2	1	1	3	1	2	1	5	2	1	1	1	5	1	1	2	1	2	2	-2		4	4	3	3	3	1	1	1	1	2	1	4	3	2	1	2	2	3	1	1	1	2	2	3	2	-3	"iemand helpen indien nodig"	"gewoon normaal iemand groeten"	""	"geen misbruik maken sociale voorzieningen"	"mensen misbruiken"	""	5	3	-3	-3	-3	1	5	-3	-3	-3	3	2	3	70	3	4	2	5	4	5	1	3	2	2	2	1	2	1	1		1		2	1	2	2	1		8	6	7	8	8	6	6	7	3	1	2	2	1	1	2	1	2	5	2	2	4	2	2	2	2	1	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	2				2	3	3	5	5	3	3	1	5	3	4	5	2	3	5	1		1		1		1		1		1		1		1		1		2	2	1		1		1		1		2	4	1		2	2	2	2	2	2	2	2	3	2	2	2	1	3	3	2	2	2	2	2	2	1	1	1	1	8	8	7	2		2	1	1	2600	1	1	1	1	17	1.8010043999999998
20003884	1	2	21	70	4	1948	2	1	1	1957	3	2	1	1983	5	1	1	1987	5	1	1																									2	4	2	2	47	6	11	3	2		5	1	31512	7	"POSTBANK"	"adminstratie"	"tel.werk en admin."	2	0	0	0	5	3	2	2	1	2			1	1	1	1	3	1	1	2	2	3	2	4	2	1	3	1	5	4	2		1	3	4	1	2	2	3	2	3	2	2	2	2	2	4	3	2	1	2	1		5		4	2	1	4	1	1	4	4	1	4	3	3	3	3	3	3	3	3	3	3	4	3	5	3	2	1	25	2	2	2	3	2	1	2	2	2	2	2	1	3	1	2	2	1	1	8	4	6	5	10	15	7	14	3	9	16	13	2	11	1	12	3	2	2		2	3	3	2	2	5	4	6	5	7	7	6	5	4	7	5	6	3	7	3	3	3	2	2	2	3	3	2	3	2	1	1	2	3	1	2	2	2	1	1	1	1	1	5	1	1	1	4	2	2	2	1	2	1	-2		2	1	2	1	2	2	3	3	1	3	1	3	3	3	2	2	2	2	3	1	1	3	2	3	2	2	"zich aan de wet houden"	"inzetten voor anderen"	""	"De wet overtreden"	""	""	8	5	-3	-3	-3	8	-3	-3	-3	-3	2	1	4	40	2	6	1	3	4	4	8	3	2	2	3	1	2	1	1		1		2	1	1		1		6	6	7	6	7	6	6	6	4	2	3	2	2	1	2	1	1	2	2	1	4	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	1	3		3	1	1	1	1	1	3	1	2	2	5	1	2	1	1	1	1	1	1	1	2	2	3	3	2	3	1	2	2	8	4	2	2	3	3	3	4	2	4	3	2	3	3	3	3	1		1		1		1		1		2	2	1		1		1		1		1		1		2	2	2	2	2	2	1		1		2	1	2	2	2	2	2	4	1	2	1	3	3	2	2	2	2	2	2	1	1	1	1	1	5	3	2		3	1	1	1500	1	1	1	1	13	1.11338424
20003884	2	2	21	70	4	1948	2	1	1	1957	3	2	1	1983	5	1	1	1987	5	1	1																									2	4	2	1	17	3	11	4	2		7				""	""	""			0	0	3	2	1			2			1	1	1	1	1	1	2	1	2	3	2	4	3	3	3	2	4	3	1	3	2		4	-3	2	2	2	2	2	2	3	3	2	2	2	3	2	1	2	1		5		6	2	2		2	2	3	3	3	4	3	3	4	3	2	3	3	4	3	4	3	3	2	3	3	1	34	5	2	1	4	2	1	2	1	2	3	4	2	3	1	2	2	1	1	8	4	13	3	7	12	2	6	10	9	15	5	14	1	11	16	5	2	2		2	3	3	4	4	2	7	6	5	7	7	5	6	5	5	6	5	5	7	2	2	3	2	2	3	2	3	3	2	3	2	2	3	3	1	2	2	3	4	3	4	2	5	4	2	1	1	3	3		2	1	1	2	-2		2	1	2	1	2	2	2	2	1	3	1	1	3	2	2	3	3	3	2	1	1	3	3	2	2	3	"behulpzaam zijn"	"een voorbeeld voor andere mensen zijn"	"doen wat in zijn\\haar vermogen licht om onrecht tegen te gaa"	""	""	""	5	8	10	-3	-3	-3	-3	-3	-3	-3	2	1	5	45	2	4	1	3	3	3	2	2	1	1	3	2		1	1		1		2	1	1		1		6	6	8	8	8	7	6	6	2	1	3	2	2	1	3	1	1	2	3	1	2	2	1	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	4	3	1	1	2	1	2	1	2	2	4	3	4	1	1	2	1	1	1	1	1	1	1	1	3	3	3	3	2				3	3	3	3	4	4	4	1	3	5	2	3	3	2	5	1		1		1		1		1		2	1	1		1		1		1		2	3	1		2	1	2	1	2	2	1		1		1	1	1	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	6	6	2		3	2	11	1200	1	1	1	1	13	
20003889	1	2	28	567	4	1971	2	1	1	1966	4	2	1	1999	5	2	1	2002	5	2	1																									2	11	1	2	37	8	12	5	2		5	1	51618	6	"amerikaansew chemicalien bedrijf"	"sales"	"verkoop"	6	1	3	0	3	3	2	-3	1	1			1	1	1	2	1	1	1	2	2	4	1	2	2	3	2	3	3	3	3	3	2		2	1	2	2	2	2	2	2	1	1	1	2	4	3	2	1	2	1		5		3	2	1	2	1	1	3	3	1	1	3	2	3	4	3	4	3	3	3	-3	3	4	3	2	2	1	6	4	3	1	2	2	2	2	1	2	3	3	2	3	1	2	2	3	3	2	12	10	11	5	16	14	6	4	1	3	15	9	7	8	13	5	4	1	1	1	3	3	4	3	4	5	7	-3	5	6	5	6	7	7	7	5	6	5	3	-3	-3	3	2	3	2	2	2	2	3	2	3	2	2	2	2	1	1	1	3	3	3	4	3	1	1	2	3	2	2	2	2	2	2	4	60000		3	2	3	3	2	2	1	1	3	2	2	3	4	1	3	2	2	3	1	2	4	4	1	1	2	"de orde handhaven"	"zich gedragen"	""	"mishandelen"	"zich niet aan de wet houden"	""	8	3	-3	-3	-3	9	8	-3	-3	-3	2	1	4	65	2	3	1	2	2	3	4	3	3	3	3	1	2	1	1		1		1		2	1	1		8	7	9	7	7	7	6	6	2	1	3	1	2	1	3	1	1	2	3	1	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	1	2	2	2	2		1	1	4	2	3	1	2	1	1	1	3	1	1	1	1	2		2	1	1	1	1	1	1	2	2	3	3	3	3	1	2	2	3	4	2	2	3	3	4	4	2	3	4	3	3	3	2	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		1		2	2	1		1		1	1	2	2	2	2	4	2	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	8	5	2		2	1	1	8	1	7	1	1	17	1.1942524799999998
20003890	1	3	28	627	2	1945	2	2	1	1970	6	2	1																																	1	11	1	2	59	8	10	3	2		9				""	""	""			6	0	4	2	2			2			2	2			2	1	1	1	1	4	1	3	4	3	2	1	3	3	1	3	1	1	2	1	2	3	2	-3	2	2	1	-3	1	1	5	5	1	6	1	6		5	2	3	5	2		3	2	4	-3	-3	-3	3	2	1	1	1	4	2	4	4	4	3	3	2	2	2	3		-3	1	1	2	2	1	1	1	2	1	1	1	3	1	2	2	-3	1	1	7	8	10	12	16	9	14	11	2	3	6	5	13	4	15	4	2	1	1	1	3	3	4	2	1	5	7	7	7	7	5	5	6	6	6	6	8	7	2	2	2	2	2	3	3	3	2	3	3	2	2	2	3	1	2	2	3	2	1	1	1	2	3	1	1	1	4	3		1	2	2	2	3	3500		6	3	-3	3	2	1	1	1	3	1	2	-3	2	3	4	2	2	2	1	2	4	3	2	1	2	"iS VERDRAAGZAAM"	"rESPECTEERT ANDEREN"	"IS MEELEVEND"	"ARROGANT ZIJN"	"DE WETTEN NIET NALEVEN"	"TOLERANT ZIJN"	4	4	5	-3	-3	3	8	4	-3	-3																																																																																																																																																																																														15	
20003896	1	2	26	736	5	1954	2	1	1	1952	3	2	1	1984	5	2	1	1986	5	1	1	1987	5	1	1																					2	11	1	2	52	6	15	6	2		5	1	49208	6	"VERPLEGING"	""	"VERPLEGING"	2	0	5	1	3	2	1	2	1	2			1	1	4	4	1	1	1	1	2	4	1	4	2	2	3	3	3	3	2		2		3	1	3	3	-3	-3	-3	2	2	-3	1	2	3	3	1	2	1	2		4	2	3	5	1	4	1	1	1	1	1	1	3	3	3	3	3	4	3	4	3	3	3	3	3	3	2	1	6	3	3	3	-3	2	2	-3	1	2	2	2	1	3	1	2	2	-3	3	1	16	11	3	4	14	10	12	5	2	6	13	8	9	7	15	3	3	2		1	3	-3	4	3	4	5	6	6	6	6	-3	6	6	6	5	6	6	7	3	-3	2	2	2	2	3	3	3	3	-3	3	-3	2	2	3	4	2	2	3	2	2	2	4	3	3	1	1	4	3		3	1	3	2	3	5000		1	2	1	2	4	2	2	1	2	1	2	3	4	2	3	3	3	3	1	1	3	3	2	2	2	"VERDRAAGZAAM"	"EERLYK"	"SOCIAAL"	"NIET  BEHULPZAAM ZYN"	"DISCRIMINEREN"	""	3	10	5	-3	-3	5	4	-3	-3	-3	2	1	6	50	1			2	2	2	4	1	3	3	3	2		1	1		1		1		1		1		8	8	7	8	8	8	6	7	2	1	3	1	1	3	3	1	2	1	2	2	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	1	2	2		1	1	4	2	1	1	1	1	1	1	1	2	2	2	1	1	3	2	1	1	1	2	2	2	2	2	3	3	3	3	1	3	3	3	4	3	3	4	4	5	5	2	3	5	2	2	4	2	5	1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	1	1		1		2	2	2	2	2	2	3	3	1	1	3	3	3	2	2	2	2	2	2	1	1	1	1	1	10	5	2		2	1	1	5200	1	1	1	1	17	1.10488608
20003899	1	2	30	1652	2	1944	2	1	1	1944	3	2	1																																	2	1	2	2	60	6	8	2	2		5	1	31701	7	"winkel"	"verkoopster"	""	1	0	0	0	3	2	1	3	1	2			1	1	4	4	1	1	1	2	2	2	2	4	1	1	2	1	5	5	-3		-3		3	-3	3	-3	-3	-3	-3	-3	1	1	1	3	4	4	1	2	1	2		5	-3	7	1	2		1	1	1	1	1	-3	3	3	5	3	3	4	3	3	3	3	-3	-3	5	4	4	1	6	-3	2	1	3	2	2	1	1	2	1	1	1	3	1	2	2	3	2	2	5	6	11	14	15	8	7	3	1	10	9	4	12	13	16	2	2	1	1	1	3	3	1	5	2	5	3	4	-3	-3	4	-3	-3	4	2	2	7	-3	3	2	2	-3	-3	2	-3	-3	-3	3	3	1	2	2	4	2	3	2	2	3	3	-3	1	-3	1	3	1	1	-3	-3	3	2	2	2	2	3	1500		2	2	1	2	1	-3	-3	1	3	1	1	4	3	4	4	4	4	2	1	-3	4	4	4	1	1	"elkaar respekteren"	"iets voor elkaar overhebben"	"r"	"de zaakbelazeren"	"liegen en bedriegen"	"vechten, oorlog en en ophitserij"	4	5	-3	-3	-3	10	10	12	-3	-3	1	1	4	998	1			2	2	2	3	2	2	2	2	2		1	1		1		1		2	2	1		98	10	8	7	7	8	5	5	2	1	3	1	1	2	3	1	1	2	2	2	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	98	3		3	1	1	1	1	1	1	1	1	1	1	1	3	4	1	2	2	2	2	2	2	2	3	3	3	3	2				3	3	3	5	5	3	3	2	3	3	3	3	3	3	3	1		2	2	1		1		2	2	2	2	1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	1	3	2	2	2	2	2	2	2	2	1	1	1	1	2	10	5	2		2	2	4	1500	1	1	1	1	11	1.0602863999999999
20003899	2	3	30	1652	2	1944	2	1	1	1944	3	2	1																																	2	1	2	1	60	6	9	2	2		6	1	26208	8	"bouwbedrijf"	"metselaar"	"metselen"	1	0	0	0	2	2	2			2			1	1	1	1	1	1	1	1	1	4	2	3	2	3	2	1	5	3	3	1	2		2	1	2	3	2	2	2	2	1	1	1	2	3	4	1	2	1	2		5	3	7	1	2		1	1	1	1	1	1	3	3	4	2	1	3	2	2	2	1	-3	1	2	1	3	1	6	4	2	1	2	1	2	1	1	1	1	1	1	3	1	2	2	3	3	9	13	8	1	5	15	3	16	4	7	6	2	12	10	11	14	4	4	1	1	1	3	1	-3	-3	4	6	6	6	7	7	6	6	6	6	7	3	4	7	3	2	2	3	3	3	2	2	2	3	3	1	1	2	3	1	2	1	2	2	1	1	1	1	4	1	1	1	1	3		1	1	2	2	3	1500		1	2	1	2	2	-3	1	1	1	1	1	2	4	4	4	4	4	2	1	2	1	4	1	1	1	"respekt hebben voor andere"	"de andere zijn waarde laten"	"mensen nemen zoals ze zijn"	"pesten"	"elkaar uitschelden"	"gemeen t.o.v. een ander"	4	4	4	-3	-3	2	3	2	-3	-3																																																																																																																																																																																														11	
20003903	1	2	27	363	4	1970	2	2	1	1965	4	1	1	1997	5	2	1	2000	5	2	1																									1	11	1	2	34	3	19	8	1	32	1		86204	5	"archtitectenbureau"	"ontwerper"	"vergaderen"	1	4	0	0	3	2	1	2	1	2	2	65	1	1	2	2	2	1	1	2	1	4	1	4	1	1	1	2	5	4	3	2	1	2	4	2	-3	-3	2	-3	2	2	2	2	1	1	5	4	2	1	2	1		4		7	1	1	1	2	2	2	2	1	4	3	3	4	2	3	3	3	3	2	2	3	3	1	1	2	5		2	2	3	2	1	1	2	1	1	1	2	2	3	1	1	1	1	1	15	13	14	5	11	16	12	9	6	4	1	2	7	3	8	10	4	3	2		1	3	2	2	2	4	4	4	6	5	-3	6	3	4	1	3	5	5	4	3	3	2	2	-3	2	3	3	3	3	2	2	3	3	3	2	2	1	1	1	1	1	1	4	2	1	1	1	5	1	2	1	2	1	2	4	50000		3	3	3	3	1	1	1	-3	2	2	4	3	2	1	2	1	3	1	2	2	2	2	3	2	-3	"maastschsppelijk betrokken"	"oog voor het algemeen belang"	"in opstand komen als het mis is"	"e beokkenenasociaal gedrag"	"anderen schadanderen scha"	"anderen vrijheid beperken"	7	5	12	-3	-3	2	12	4	-3	-3	3	1	3	80	1			1	1	2	4	3	3	3	3	1	2	1	1		1		2	1	2	1	2	1	8	9	6	7	10	9	7	4	2	2	2	2	3	3	2	1	2	2	3	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2		1	1	1		2	2	3	1	1	2	1	1	3	4	2	1	3	2	1	1	1	1	1	1	1	1	3	3	2	3	2				2	3	3	3	3	3	3	2	3	3	2	4	3	2	4	1		1		1		1		1		1		1		2	1	1		1		1		1		1		2	1	2	1	1		2	1	2	2	2	2	2	2	1	4	2	2	3	3	3	2	2	2	2	2	2	1	1	2	1	1	4	8	1	1	2	1	1	2800	2	7	7	7	16	1.25273736
20003927	1	2	29	718	2	1940	2	1	2	1941	3	2	2																																	2	11	1	2	63	6	0	1	2		5	2			""	""	""			0	0	3	2	1	2	2	1			2	2			2	1	1	1	2	4	1	3	2	1	3	2	4	3	2		1	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	1	5	1	5		1	1	2	6	2		1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	4	4	2	1	1	2	1	2	3	2	2	2	1	1	2	2	3	3	5	2	2	3	2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	2	1	2	1	3	3	5	4	4	7	7	6	7	7	7	6	7	7	5	7	7	-3	2	2	2	2	2	2	2	2	2	3	2	3	-3	2	2	2	4	2	3	4	4	4	4	5	3	1	2	2	2	-3	-3	2	2	2	2	3	1200		2	3	3	3	1	1	1	2	2	2	4	1	2	1	2	2	2	2	2	2	2	2	3	3	3	"respect voor de medemens"	"werken"	"samenwerken"	"misdadig zijn"	"moet niet slecht zijn"	"weet niet"	4	1	5	-3	-3	9	9	-3	-3	-3	3	2	4	26	1			2	2	2	4	2	3	3	3	2		2	1		1		1		1		1		7	7	8	6	6	7	6	6	2	1	3	1	1	1	3	1	1	1	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				2	1	1	1	1	1	1	1	1	1	1	2		3	1	2	1	2	2	2	2	2	2	1	1	2	2				3	3	3	4	5	4	5	1	3	3	2	2	4	2	4	1		2	2	1		1		2	2	2	2	2	2	2	2	1		2	2	2	1	2	1	2	1	1		1		2	1	1		2	2	2	2	2	2	3	3	2	2	3	3	2	2	2	2	2	2	2	1	1	1	1	1	7	1	2		1	2	7	1000	3	6	6	6	9	0.90886464
20003948	1	2	20	14	2	1969	2	2	1	1970	4	1	1																																	1	11	1	2	35	3	17	6	1	40	1		31701	7	"metaal bedrijf, dat medische apparatuur maakt."	"verkoop binnendienst"	"verkoop"	1	0	0	3	3	2	1	2	2	2	1	55	1	1	2	2	1	1	1	2	1	4	2	1	3	1	2	1	5	3	3	2	2		2	1	2	2	2	-3	2	2	2	2	1	1	5	4	1	4	2	1		5		3	5	2		1	1	2	1	1	2	3	2	3	3	2	2	3	3	3	2	3	2	3	2	2	1	1	4	3	3	4	2	2	2	2	1	4	4	4	3	4	2	2	2	3	5	11	8	9	4	16	12	15	1	6	10	14	3	13	2	7	2	2	2		2	2	2	4	4	4	7	6	6	7	7	7	6	6	5	6	6	6	7	2	2	2	2	2	2	3	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	4	3	1	1	1	4	2	2	3	2	2	2	3	4000		4	2	-3	-3	1	1	1	2	1	2	4	2	2	1	2	2	2	1	2	2	2	2	3	2	3	"houdt zich aan de wet"	"vindt de normen en waarden belangrijk en handelt dar ook naa"	"betrokkenheid bij de samenleving"	"discriminatie"	"de wet overtreden"	" geen derde"	8	10	7	-3	-3	4	8	-3	-3	-3	2	1	2	25	2	4	8	4	4	4	2	2	3	3	3	2		2	1		1		1		1		1		8	7	8	8	8	7	7	6	2	1	3	1	1	1	2	1	1	2	2	1	4	2	1	2	2	1	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	3	4	5	2	3	3	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	3	3	3	3	2				2	3	3	5	5	5	5	1	5	4	2	3	3	2	5	1		2	2	1		1		1		2	2	1		2	2	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	1	1	2	2	3	2	2	2	2	2	2	2	1	1	1	1	8	8	7	1	4	2	1	1	3000	1	1	1	1	16	1.06333488
20003957	1	2	30	796	3	1944	2	1	1	1962	4	2	1	1984	5	2	1																													2	3	1	2	43	6	9	2	2		5	1	26414	8	"W.en R."	"Montage werkzaamheden"	"productie"	1	0	0	0	3	1	1	3	2	1			2	2			3	-3	2	2	1	4	3	4	1	1	1	1	5	4	2		1	1	4	2	3	3	3	3	3	3	-3	3	1	1	5	4	1	2	2	1		4		3	6	1	1	2	2	2	2	2	2	5	4	4	4	2	1	-3	4	5	5	5	5	5	4	4	1	1	3	1	1	1	1	1	1	-3	2	4	3	3	3	1	2	2	1	1	9	2	5	7	12	11	1	14	13	3	10	15	4	8	6	16	4	-3	1	1	1	3	-3	-3	5	2	3	6	7	1	2	3	5	1	-3	1	1	8	3	3	1	2	3	3	3	3	3	3	3	3	1	3	4	3	3	4	1	3	2	1	1	1	1	4	1	1	1	4	1	3	2	1	2	2	3	970		1	2	1	2	4	4	4	1	3	2	1	1	4	4	4	4	4	4	1	1	3	3	2	1	1	"gaat optijd naar zijn werk"	"hij zorgt voor zijn gezin"	"en dat er geld binnen komt"	"stelen"	"uitschelden"	"geen kriminaliteit uithalen"	1	5	1	-3	-3	9	2	9	-3	-3	2	2	4	24	1			4	4	5	4	4	1	1	3	2		1	1		1		2	1	1		1		1	1	10	1	1	10	1	1	1	1	3	1	1	1	1	2	4	1	1	2	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	4	2	3	1	1	1	1	1	1	1	2	1	1	2		4	1	1	2	2	2	2	2	2	3	3	3	3	2				2	3	3	5	5	5	5	1	5	5	1	1	5	1	5	1		1		1		1		1		2	2	2	1	2	1	2	1	2	2	1		1		1		1		1		1		1		2	2	2	1	2	2	8	5	3	1	3	3	3	1	2	1	1	2	2	2	2	2	2	2	1	2	1	4	2	2	7	900	1	1	1	1	7	0.8539502400000001
